"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","LEAVE","ID"
"zero",134061,68,0,753690,709,4,12,"very_unsat","little","no",7612
"one",68361,188,0,466854,332,25,14,"very_sat","very_little","no",7260
"zero",72367,201,55,920142,367,20,2,"avg","high","no",8115
"zero",30333,201,14,781049,249,10,5,"unsat","very_little","yes",4871
"one",67640,0,0,473333,346,1,12,"avg","little","no",3833
"zero",77260,37,0,306414,161,1,9,"very_unsat","high","no",9362
"zero",72709,218,24,701852,268,18,5,"unsat","little","no",533
"zero",39620,0,15,488709,161,0,4,"sat","very_high","yes",5533
"zero",21890,0,0,333230,218,0,6,"unsat","little","yes",2217
"zero",76767,253,60,184894,264,22,1,"very_unsat","avg","no",5485
"zero",148326,0,0,162389,645,0,9,"very_sat","very_high","no",3911
"one",84608,0,5,330305,218,0,4,"unsat","little","no",1883
"one",84470,28,14,476373,137,3,2,"very_unsat","very_high","no",7186
"one",24503,62,13,273093,194,3,5,"very_sat","very_little","no",8285
"one",62345,51,17,667593,313,4,6,"very_sat","little","no",5796
"zero",86212,197,26,490131,349,21,2,"unsat","high","no",3257
"one",117946,0,80,598120,369,0,2,"unsat","very_little","yes",9578
"zero",45709,243,77,880778,756,29,2,"very_sat","little","no",414
"one",28639,0,22,660427,238,1,5,"very_unsat","very_little","yes",2164
"one",38598,211,12,278067,217,23,6,"sat","little","no",3905
"one",33800,69,16,946705,206,5,9,"very_unsat","high","no",4254
"one",131847,78,0,271426,750,4,13,"sat","high","yes",9563
"zero",33087,213,8,190680,172,22,6,"very_sat","very_high","yes",2767
"zero",118657,0,79,234523,430,1,1,"very_sat","very_high","no",2106
"zero",24856,62,50,691916,224,3,1,"very_unsat","very_high","no",6745
"one",67836,0,45,987605,399,1,2,"very_unsat","very_little","no",2483
"zero",61283,0,36,277230,271,1,1,"sat","avg","no",411
"zero",93712,57,0,790653,292,3,12,"very_unsat","little","no",4207
"one",31806,77,76,761984,141,3,2,"very_unsat","very_high","no",2334
"zero",133867,0,12,193117,879,0,6,"unsat","little","yes",6017
"zero",40741,242,53,416091,181,11,1,"very_sat","little","yes",6830
"zero",84989,61,0,595773,370,16,6,"sat","high","no",504
"zero",76071,192,88,225653,139,3,2,"very_sat","little","no",1940
"zero",77999,0,43,397326,256,1,4,"very_unsat","high","no",7707
"zero",25744,164,46,839238,247,18,2,"very_sat","very_high","no",5856
"one",41259,58,0,396597,147,4,14,"unsat","very_little","yes",8206
"zero",36129,217,0,273580,133,27,15,"unsat","high","no",4237
"zero",21072,69,0,807649,163,4,11,"sat","very_high","no",5556
"zero",149050,154,24,470213,771,3,4,"very_sat","high","no",7757
"zero",46585,0,24,299354,181,0,2,"unsat","little","no",6092
"zero",31102,233,78,372826,208,21,2,"very_sat","avg","no",8211
"zero",70524,0,53,857421,344,0,2,"very_sat","high","no",8519
"zero",77412,218,0,489869,277,19,15,"very_unsat","very_little","yes",5054
"one",59856,0,0,439603,350,25,2,"very_unsat","very_little","no",7026
"one",126312,57,88,157038,833,5,2,"unsat","very_high","no",2567
"zero",31107,190,0,863046,240,29,6,"very_sat","very_high","no",8429
"zero",159274,179,0,712473,519,12,1,"unsat","high","no",1561
"one",90182,60,0,255520,319,4,13,"very_unsat","little","no",7818
"one",20284,0,5,475885,149,1,6,"very_unsat","very_high","no",1798
"one",117224,236,6,282550,608,26,4,"very_sat","very_little","no",3759
"one",133683,0,0,986727,629,0,8,"very_unsat","little","no",5087
"zero",24863,178,0,575270,132,11,8,"unsat","very_little","no",4787
"one",25189,0,55,318357,705,20,2,"sat","high","no",8254
"zero",123730,41,20,407801,166,4,6,"very_sat","little","no",2396
"zero",116062,69,20,222222,441,3,13,"very_unsat","very_high","no",103
"zero",93568,44,77,516466,334,3,2,"very_unsat","very_little","no",7244
"one",133413,0,55,198440,130,0,1,"very_sat","very_high","no",8336
"zero",125971,0,12,516824,798,0,6,"very_unsat","little","no",3388
"zero",60523,198,0,225651,182,13,10,"avg","very_high","no",6392
"zero",34272,72,0,692955,248,3,8,"avg","little","yes",2856
"one",82405,77,0,880589,303,4,9,"unsat","little","yes",6828
"one",125021,183,15,190513,691,15,6,"very_unsat","very_little","no",5419
"zero",115915,228,44,796091,259,20,1,"very_sat","high","no",6605
"zero",59020,156,0,283026,332,19,5,"very_sat","little","no",9489
"zero",49062,48,10,674090,161,3,4,"unsat","little","no",4684
"zero",59864,0,9,781233,373,0,4,"unsat","little","no",6023
"one",75896,185,0,456601,323,22,15,"unsat","little","yes",7897
"one",118450,0,68,263338,546,1,1,"very_unsat","very_high","yes",9411
"one",92434,241,0,890353,289,26,14,"very_unsat","little","no",9228
"zero",78771,230,37,280563,808,0,1,"very_unsat","little","yes",9150
"zero",48146,60,9,530335,161,5,6,"unsat","little","no",5120
"one",116697,64,46,206242,545,3,1,"very_unsat","little","no",8743
"zero",41482,191,0,936609,244,25,6,"unsat","little","no",7899
"zero",35942,74,0,240919,148,4,12,"very_unsat","very_little","no",8453
"zero",41119,0,13,469421,576,0,5,"very_unsat","little","yes",6179
"zero",117245,204,0,843989,801,10,4,"unsat","little","yes",943
"zero",35943,174,20,172997,174,29,4,"very_unsat","very_high","no",383
"one",26158,0,0,163198,202,1,15,"very_unsat","little","yes",5092
"one",104295,0,0,307099,790,0,15,"avg","little","no",3786
"zero",44459,78,10,256852,192,3,4,"unsat","very_little","no",7824
"one",36612,227,68,202277,163,13,2,"avg","little","no",2145
"one",87141,0,20,277228,250,1,4,"very_unsat","avg","yes",8382
"zero",70572,0,0,429166,349,0,11,"unsat","very_little","yes",1822
"zero",132742,0,0,633518,589,1,15,"sat","little","no",6944
"zero",104818,52,0,559091,686,28,11,"very_unsat","little","no",3286
"zero",129209,66,29,637697,178,27,4,"sat","high","no",9770
"zero",87894,0,17,216850,283,4,5,"very_unsat","very_high","yes",792
"zero",87131,233,0,863023,318,25,6,"very_unsat","very_high","no",5911
"one",128655,38,74,379911,452,5,1,"very_unsat","very_high","no",1748
"one",95270,223,0,292353,376,22,4,"unsat","very_little","no",1589
"one",78085,49,0,206274,368,4,13,"avg","little","no",2669
"one",46225,176,19,263891,246,23,4,"very_unsat","avg","yes",7336
"one",47170,58,0,369818,230,3,13,"very_unsat","very_high","yes",2938
"zero",57116,0,0,778803,345,1,8,"avg","little","no",7698
"one",40849,217,0,246242,166,17,12,"avg","very_high","no",8216
"one",72011,212,57,161551,188,19,2,"very_unsat","little","no",3182
"zero",94554,34,18,666881,278,3,4,"very_sat","very_little","no",1554
"one",111171,202,48,572241,896,10,2,"very_sat","very_high","no",1129
"zero",35705,197,24,302794,226,21,6,"very_unsat","little","yes",6479
"zero",88650,0,0,277232,350,0,9,"very_sat","little","no",1160
"zero",42430,69,31,286600,131,1,2,"very_unsat","avg","yes",2313
"zero",118939,221,0,156452,723,10,9,"very_unsat","little","no",7933
"zero",141976,42,0,262630,821,5,14,"avg","very_little","no",4900
"zero",120228,0,16,192268,862,4,2,"very_unsat","little","no",4269
"one",50064,185,0,396984,379,23,10,"sat","very_high","no",5925
"one",32734,0,46,380763,223,1,2,"very_unsat","very_little","no",1439
"zero",131282,0,0,167124,726,4,13,"avg","little","no",9244
"one",73027,0,0,180764,348,0,14,"unsat","little","no",5857
"one",38785,187,13,168922,141,14,6,"sat","avg","yes",9179
"zero",98178,71,38,265488,213,5,2,"very_unsat","very_little","no",4554
"zero",143540,59,20,228845,446,5,4,"sat","avg","no",8016
"zero",55828,230,25,673301,317,19,2,"very_unsat","very_little","yes",2206
"zero",22956,59,0,997756,237,1,2,"unsat","very_high","no",1699
"zero",136015,70,0,328171,610,5,13,"unsat","little","yes",9185
"zero",33076,168,0,229789,237,4,14,"very_unsat","very_high","no",3370
"zero",57332,231,52,236394,386,25,2,"very_unsat","little","yes",28
"one",84039,216,7,249437,387,1,14,"avg","very_little","no",3914
"zero",28238,177,44,196545,197,13,4,"very_unsat","avg","no",8786
"one",27110,160,43,236778,152,24,1,"very_unsat","very_high","no",6917
"one",20048,46,0,873228,166,5,15,"sat","very_high","no",6707
"zero",142707,65,0,235727,844,3,15,"very_unsat","little","no",3673
"one",24570,52,11,877173,132,5,6,"very_unsat","little","no",1948
"zero",86485,227,80,469611,267,15,2,"very_sat","high","no",8066
"zero",40631,0,13,750091,178,0,4,"very_unsat","little","no",6059
"one",87991,53,8,326376,274,4,5,"unsat","very_high","no",4626
"one",103484,0,0,272519,808,1,9,"very_unsat","little","no",4740
"one",158002,206,0,978800,674,28,8,"very_unsat","very_high","yes",1119
"zero",27431,41,0,636545,206,5,9,"very_sat","little","yes",8425
"zero",92638,232,55,533106,393,17,1,"very_unsat","little","no",1056
"one",150187,70,54,462748,808,5,5,"very_unsat","little","no",7039
"zero",81049,0,89,251125,258,1,14,"unsat","very_little","yes",2436
"zero",63362,0,0,698246,175,1,8,"very_unsat","very_little","yes",6706
"one",20575,0,12,677700,213,0,5,"very_sat","very_little","no",594
"one",29493,62,15,827007,798,3,6,"very_unsat","little","yes",3621
"zero",34504,40,0,699728,182,4,8,"very_unsat","very_high","no",7271
"one",94114,0,15,355413,253,0,5,"very_sat","avg","no",8744
"one",97729,0,80,214307,364,5,2,"very_sat","very_high","no",3224
"one",71525,39,14,179763,310,4,5,"unsat","very_high","no",8932
"zero",30258,225,8,577227,197,21,6,"avg","very_high","no",4838
"zero",67306,0,0,251603,347,12,10,"very_unsat","high","yes",2823
"zero",103724,53,21,267028,795,5,6,"very_sat","very_high","no",999
"zero",130397,0,0,714607,875,1,8,"very_unsat","very_high","yes",3345
"one",65873,66,11,762791,359,4,6,"very_unsat","very_high","no",7097
"zero",36954,0,20,801029,188,0,5,"very_sat","little","no",3558
"one",154330,48,0,919902,488,4,10,"very_unsat","avg","no",8309
"zero",23578,203,25,557182,205,10,1,"unsat","very_high","yes",1947
"one",90781,51,45,922684,299,5,2,"very_unsat","little","no",8383
"zero",151038,221,43,340565,410,29,1,"unsat","little","yes",7863
"zero",50213,86,0,254085,256,5,9,"very_sat","avg","no",686
"one",62990,191,61,479096,262,11,1,"very_unsat","very_high","yes",2933
"one",25235,209,66,211645,238,16,1,"avg","very_high","no",5512
"zero",33984,67,0,170544,687,3,14,"very_sat","very_high","no",3865
"zero",74374,71,0,830237,336,4,10,"very_unsat","little","no",3719
"zero",53654,0,0,798762,363,0,9,"very_unsat","little","no",3383
"zero",124801,0,0,336033,697,1,15,"very_unsat","very_little","yes",7327
"zero",42527,68,9,327709,212,16,5,"very_unsat","high","yes",5113
"zero",41294,0,10,895449,188,1,5,"very_sat","high","no",8651
"zero",26426,0,0,402342,190,0,11,"very_unsat","avg","yes",9984
"zero",87317,0,8,193305,358,0,5,"very_unsat","very_high","no",4880
"one",102872,0,9,628043,761,0,5,"very_unsat","little","no",4588
"zero",57157,41,74,248089,656,4,2,"very_unsat","very_high","yes",3310
"zero",59588,78,0,858419,267,4,13,"unsat","little","no",6250
"zero",104972,0,83,323760,682,0,2,"very_unsat","very_high","yes",2800
"zero",27154,0,13,354427,198,0,5,"unsat","very_high","yes",4629
"one",35309,57,0,419950,189,3,8,"unsat","little","no",6033
"one",47906,51,23,206561,153,5,4,"very_unsat","very_little","no",4080
"zero",134229,59,0,732654,798,5,14,"very_unsat","high","yes",8854
"zero",155598,0,38,892266,612,3,2,"very_unsat","little","no",6530
"one",34230,160,10,281917,836,20,5,"very_sat","very_high","no",8306
"zero",129609,29,53,241594,575,3,2,"avg","very_little","no",8404
"one",37583,58,0,855247,146,4,13,"very_sat","very_high","no",1956
"zero",86008,0,15,798130,302,1,6,"very_unsat","very_high","no",4837
"zero",152360,179,0,282374,766,15,9,"very_unsat","very_little","no",1135
"zero",53176,75,41,327420,261,4,2,"avg","very_high","no",5157
"zero",90166,0,0,905261,722,1,12,"sat","very_high","no",8183
"zero",47332,0,13,672405,238,4,6,"very_sat","little","yes",9279
"one",37766,165,0,668955,226,19,12,"very_sat","avg","no",1141
"zero",117551,64,34,692557,647,4,2,"very_unsat","very_high","yes",2749
"one",86600,87,0,789289,290,4,14,"very_sat","little","yes",6864
"zero",146145,0,31,848344,616,20,1,"very_unsat","very_little","no",2738
"one",33760,66,89,193241,189,3,2,"very_sat","very_high","no",8293
"zero",59678,0,61,931844,348,1,2,"very_sat","high","no",5547
"one",45769,210,0,212028,328,0,1,"very_sat","very_high","no",6054
"zero",46018,0,84,888733,172,1,2,"unsat","high","yes",175
"one",24336,254,11,521879,144,22,5,"very_sat","little","no",932
"zero",81177,0,0,446412,392,4,15,"unsat","high","no",5261
"zero",158497,66,6,508470,215,5,6,"unsat","little","yes",8225
"zero",149008,201,0,865600,487,27,15,"unsat","avg","no",3512
"one",110282,221,0,384584,140,24,14,"very_unsat","high","no",1138
"one",83204,197,52,503106,373,13,1,"unsat","very_high","no",7467
"one",149314,230,43,609476,533,20,2,"avg","high","no",9588
"one",85261,71,70,715006,713,12,1,"avg","very_little","no",6297
"zero",155149,178,0,224294,406,15,13,"very_unsat","very_high","no",1429
"zero",46799,0,62,267302,296,1,2,"very_unsat","very_little","no",5912
"zero",140010,0,31,236281,468,4,2,"avg","very_little","no",6812
"one",137198,213,50,834498,519,25,2,"very_unsat","very_high","no",8828
"one",20346,78,20,628959,215,0,2,"very_unsat","very_little","yes",6438
"zero",64718,38,30,856200,250,4,1,"avg","very_little","yes",1326
"one",126943,73,0,751508,867,5,14,"very_unsat","very_high","yes",6664
"zero",40729,0,9,252154,175,1,6,"very_sat","very_high","yes",3495
"one",46506,201,0,809092,189,24,13,"very_unsat","little","no",237
"zero",60950,0,87,828401,528,0,2,"avg","little","yes",9463
"one",54128,186,85,237829,291,25,1,"very_sat","high","no",7811
"one",128643,0,58,282530,874,0,1,"very_unsat","little","no",7940
"zero",44986,76,0,961508,169,3,9,"very_sat","little","no",6629
"zero",21489,150,0,759611,231,20,12,"sat","high","no",9889
"zero",20190,63,0,865109,167,5,12,"unsat","very_little","no",4754
"one",42013,31,16,226047,142,4,6,"very_unsat","little","no",9882
"one",36703,0,36,533695,131,3,1,"sat","very_little","no",2510
"one",44987,251,69,594164,291,26,1,"very_unsat","little","no",6627
"one",37857,0,0,854489,234,0,14,"unsat","little","no",8928
"one",30824,39,14,226366,231,3,6,"unsat","very_little","no",6145
"zero",62295,204,0,590681,285,19,8,"very_unsat","very_high","no",9390
"one",89158,220,17,242950,327,21,4,"very_unsat","very_little","no",8977
"one",150377,80,48,201294,550,3,2,"very_sat","very_high","no",174
"zero",33989,200,12,185117,133,23,5,"unsat","little","no",808
"zero",117517,138,0,907631,883,26,8,"very_sat","very_high","no",9532
"one",63460,71,0,560065,376,4,14,"sat","little","no",1432
"one",46643,200,0,394622,175,18,10,"very_unsat","little","yes",7338
"one",20423,0,84,973992,272,0,2,"very_sat","little","yes",864
"zero",157431,0,69,236575,877,4,1,"very_sat","very_little","no",911
"zero",46930,64,0,458580,188,3,12,"very_sat","little","no",2879
"one",73910,0,42,973039,331,0,2,"very_sat","avg","no",203
"zero",44961,46,72,219101,159,3,2,"very_unsat","very_high","no",2109
"zero",87799,205,39,206871,268,14,2,"very_sat","very_little","no",2894
"one",144265,223,11,464672,246,12,5,"avg","little","yes",9911
"one",82017,38,0,470057,322,0,10,"very_sat","very_high","yes",5028
"zero",62553,162,16,639315,272,20,5,"very_unsat","high","no",177
"zero",54060,0,59,207234,255,0,1,"unsat","little","no",480
"zero",151652,0,18,337127,604,5,6,"unsat","very_little","no",8316
"zero",29005,0,72,360797,136,4,1,"unsat","little","yes",591
"zero",110659,226,0,623434,693,23,14,"avg","little","no",3448
"zero",37642,244,26,462917,758,22,1,"very_unsat","very_high","no",3818
"one",107723,155,43,496568,547,26,2,"very_unsat","avg","no",4598
"zero",94678,0,20,152790,365,0,5,"unsat","very_little","yes",2461
"one",97458,161,15,280268,252,22,14,"unsat","little","no",2819
"one",110110,73,0,389641,555,5,12,"very_sat","little","no",1044
"one",136858,228,54,224597,608,27,8,"very_sat","very_high","no",6744
"one",78389,192,8,633117,392,25,4,"very_unsat","little","no",4819
"zero",21669,169,88,783173,233,24,1,"very_unsat","very_little","no",8039
"one",30138,175,0,535034,245,1,14,"unsat","very_little","no",5880
"one",44765,60,8,168230,194,3,6,"very_unsat","very_little","no",3970
"zero",34832,0,5,893098,203,3,4,"very_unsat","very_high","yes",4582
"zero",151293,68,0,863177,723,3,12,"very_unsat","little","yes",2112
"one",156731,0,0,841415,765,0,14,"very_unsat","very_high","no",1625
"zero",90534,50,16,683015,311,3,4,"unsat","very_high","no",5050
"zero",65390,73,0,254783,349,5,8,"very_unsat","very_little","no",3366
"one",36743,68,49,416270,146,3,2,"avg","very_high","yes",382
"one",141328,207,0,424713,686,13,13,"unsat","high","no",3339
"zero",99008,47,5,207052,290,3,6,"unsat","avg","yes",9290
"one",42439,0,74,431485,150,1,2,"very_unsat","very_high","no",5717
"zero",76371,0,0,159073,382,1,8,"very_sat","very_little","yes",186
"one",129057,0,10,485364,217,1,4,"very_sat","very_high","no",5025
"zero",52664,77,18,239846,308,5,5,"very_sat","very_high","no",3936
"zero",64540,0,21,247077,286,1,5,"very_unsat","very_high","no",5442
"zero",116832,0,6,168153,512,1,4,"very_unsat","little","no",5421
"one",149932,0,0,520262,867,1,14,"very_sat","very_high","no",4285
"zero",109992,58,71,981614,437,3,1,"unsat","very_high","no",2842
"one",97945,62,50,548752,348,4,2,"unsat","little","no",3654
"zero",44069,69,13,190811,190,3,4,"very_unsat","high","yes",8523
"zero",30741,0,22,817035,148,1,5,"unsat","very_little","no",1118
"zero",118439,163,15,431797,853,16,6,"unsat","very_little","no",506
"zero",44630,0,71,231648,179,1,1,"very_sat","high","no",4927
"one",20093,76,20,351200,228,20,6,"very_unsat","high","yes",4964
"zero",58953,0,0,689797,322,0,15,"sat","little","no",4878
"one",21909,70,62,203164,184,5,1,"very_unsat","very_little","no",1077
"zero",87151,215,0,816114,321,17,15,"avg","little","no",7821
"one",152226,49,68,278778,750,3,1,"very_sat","little","no",7044
"one",39237,0,0,520339,145,0,9,"unsat","little","no",1366
"zero",136911,194,23,567195,714,10,5,"very_sat","very_little","yes",7932
"zero",43970,67,15,227611,188,5,4,"very_sat","little","no",5407
"zero",78065,0,78,173530,337,0,2,"unsat","very_high","no",58
"one",95561,0,23,151998,397,0,5,"very_sat","very_high","no",2786
"one",82937,60,39,384941,347,5,2,"avg","very_high","no",1802
"one",42611,174,0,550487,209,12,12,"very_sat","little","no",4408
"one",35823,189,54,765796,176,28,2,"avg","very_high","yes",3490
"one",157487,71,9,180068,578,3,5,"very_unsat","very_high","no",1659
"zero",112516,39,14,576672,426,5,6,"very_sat","very_high","no",5347
"one",95610,197,32,600511,363,29,6,"unsat","very_little","no",8849
"one",53404,0,20,551514,392,5,6,"unsat","little","no",5564
"one",98840,196,5,473153,437,25,5,"very_unsat","very_high","no",968
"one",69573,47,12,844129,347,1,6,"very_unsat","little","no",4870
"zero",103178,0,0,498771,427,1,14,"very_unsat","little","yes",7218
"zero",49451,61,9,180276,224,5,5,"unsat","very_little","yes",2934
"zero",106148,209,26,506633,406,20,1,"very_sat","very_little","yes",620
"zero",34653,205,0,318918,201,17,2,"very_sat","little","yes",3424
"zero",29932,156,0,292458,244,25,4,"very_unsat","very_little","no",7522
"one",113278,0,21,460460,496,1,6,"very_unsat","very_high","yes",8119
"zero",70872,62,0,692999,358,5,8,"very_sat","very_little","no",7230
"one",28198,60,20,254475,316,5,5,"very_unsat","very_little","no",1317
"zero",61081,0,25,778247,321,1,1,"very_sat","avg","yes",8414
"one",26139,67,0,985388,203,4,11,"very_unsat","very_high","yes",663
"one",127375,0,0,183005,889,1,14,"very_unsat","very_high","yes",8448
"one",39706,149,53,251980,177,24,2,"very_unsat","little","no",1291
"one",147256,0,30,185907,892,1,1,"very_sat","little","no",3122
"zero",52380,57,8,507723,391,3,5,"very_unsat","little","yes",1311
"one",35901,41,9,182587,206,4,6,"unsat","little","no",4574
"zero",148353,193,9,151935,550,22,5,"very_unsat","very_high","no",5135
"one",43346,0,56,570210,182,1,2,"unsat","very_high","no",7408
"zero",76194,81,13,954374,391,4,5,"very_unsat","little","no",1051
"zero",75567,67,19,350487,351,0,6,"very_unsat","very_little","no",2341
"one",48392,0,22,400141,162,24,5,"very_unsat","high","no",9096
"one",91812,200,0,589635,311,25,10,"very_unsat","little","no",5761
"one",62040,69,0,256179,280,4,14,"very_unsat","very_high","no",902
"one",40650,245,0,266920,243,24,14,"very_unsat","little","no",924
"zero",100066,42,0,703649,642,5,11,"very_sat","very_high","yes",3204
"one",21095,202,86,468232,167,16,1,"very_unsat","very_high","no",4333
"one",72404,200,0,508708,358,19,13,"unsat","little","no",800
"zero",39082,90,0,250837,208,4,9,"very_sat","very_high","yes",2637
"zero",34521,166,50,203704,207,16,1,"very_sat","very_little","no",4643
"zero",154443,51,0,461754,451,4,11,"very_sat","very_little","no",5255
"one",22637,64,13,186657,178,5,5,"avg","high","yes",489
"zero",70386,0,11,368683,269,0,6,"very_unsat","very_high","no",5691
"zero",38146,63,13,171384,195,5,10,"very_sat","very_high","no",18
"one",32740,0,0,175285,206,0,14,"unsat","very_little","yes",9449
"zero",82414,203,83,437796,308,20,1,"very_unsat","very_little","no",8264
"one",57392,215,66,891489,257,21,2,"very_sat","very_little","no",8057
"zero",101010,37,83,909037,625,5,1,"very_sat","very_little","no",170
"one",97603,0,82,991770,251,0,1,"very_unsat","little","no",2530
"zero",84539,0,0,804029,396,1,13,"very_unsat","very_little","no",2317
"zero",48815,0,0,986047,216,0,14,"avg","avg","no",129
"zero",26576,63,13,451732,220,3,5,"very_unsat","very_high","no",9959
"zero",47355,0,12,417153,232,1,5,"unsat","very_high","no",6940
"zero",150837,37,0,570171,755,4,4,"unsat","very_little","no",4947
"zero",42417,0,0,169126,333,0,15,"very_unsat","very_little","no",4638
"zero",127791,60,0,258385,540,4,4,"very_unsat","little","yes",9681
"zero",26467,189,6,379317,184,11,4,"very_unsat","little","yes",3809
"one",90137,68,10,404008,355,5,10,"very_sat","high","yes",8492
"zero",74184,0,12,961814,289,1,6,"very_sat","little","yes",7590
"zero",57568,192,0,552744,373,13,12,"very_unsat","little","no",9334
"zero",64996,32,67,563893,352,5,1,"unsat","very_little","no",9490
"zero",49660,194,14,297603,147,25,5,"very_unsat","little","no",8713
"zero",99339,59,0,156264,395,3,13,"very_sat","very_little","no",5874
"zero",96147,203,0,238472,396,18,10,"very_sat","little","yes",5360
"zero",49852,172,0,673022,241,10,1,"unsat","very_high","no",628
"one",21238,0,0,297815,243,1,9,"very_sat","very_high","no",8405
"zero",77752,73,21,541659,304,4,4,"avg","little","no",1937
"one",153276,0,0,263545,750,0,12,"unsat","little","no",7036
"zero",41161,0,20,191026,189,0,2,"very_sat","high","no",2157
"zero",77756,0,0,434931,388,1,14,"unsat","little","no",255
"one",27286,77,33,505484,187,4,2,"very_unsat","very_little","no",4778
"one",100818,62,0,164741,587,3,15,"unsat","very_little","yes",3251
"zero",32029,66,0,814470,175,3,15,"very_sat","very_little","no",8213
"one",141427,0,14,772267,448,1,4,"avg","very_high","no",6839
"one",39297,0,8,258262,238,1,5,"unsat","little","yes",6333
"zero",149047,0,0,468188,836,0,13,"very_unsat","very_high","no",7294
"zero",89161,55,68,240107,287,5,2,"very_unsat","very_high","no",8965
"zero",119517,204,75,470672,487,17,2,"avg","avg","no",119
"zero",21602,58,13,715127,164,3,6,"unsat","very_little","no",9320
"one",47309,34,17,706944,162,0,5,"very_unsat","little","no",4622
"zero",28048,0,11,277688,179,1,5,"very_sat","very_little","no",7672
"one",49067,187,24,267727,744,12,4,"unsat","very_high","yes",9130
"zero",133372,50,14,475420,316,4,6,"unsat","avg","yes",4028
"one",70617,0,19,411964,350,4,11,"very_unsat","little","no",1423
"one",143856,182,23,161091,694,4,6,"unsat","very_little","no",8541
"one",73402,63,16,279965,298,3,2,"avg","very_high","no",8618
"zero",135633,0,74,810629,742,1,14,"very_sat","little","yes",7916
"zero",58537,91,5,200654,302,1,6,"unsat","very_high","no",1768
"zero",83044,144,0,287862,322,20,12,"very_unsat","very_little","no",4509
"one",151537,160,0,743472,461,3,12,"very_unsat","little","no",8332
"one",131909,43,21,380351,557,4,4,"very_sat","very_high","no",1912
"one",50481,201,22,360370,397,11,6,"very_unsat","little","no",3876
"one",142186,0,0,921750,663,0,13,"very_sat","little","no",2087
"one",82742,0,7,645057,359,1,4,"very_unsat","very_little","no",4667
"zero",132072,76,69,880983,713,4,1,"very_unsat","avg","no",1899
"zero",96211,0,44,183997,386,1,2,"unsat","very_high","no",6768
"zero",101894,120,18,254319,869,21,1,"sat","very_little","yes",3024
"one",147881,0,11,191813,495,3,4,"very_unsat","very_little","no",7028
"zero",97307,61,17,240210,290,5,5,"unsat","high","no",6938
"zero",139728,154,0,178845,556,27,15,"unsat","very_high","no",7928
"one",95137,0,81,526950,314,1,2,"avg","high","no",5146
"one",101654,0,0,476382,449,1,11,"very_unsat","very_little","no",54
"one",26224,49,75,282685,189,4,1,"very_sat","very_little","no",5279
"one",124947,0,11,902765,422,0,6,"very_unsat","very_little","no",5724
"zero",111527,44,76,861707,751,4,1,"very_unsat","little","no",1781
"zero",38408,211,0,251410,181,0,11,"very_sat","little","no",8389
"one",77029,195,30,914236,367,0,2,"unsat","little","no",3533
"zero",46009,59,51,894443,201,4,2,"very_unsat","little","no",1287
"one",35774,201,68,276265,246,23,2,"very_unsat","little","no",5924
"one",74649,54,0,179853,383,19,10,"unsat","little","no",4270
"one",108719,43,62,277949,514,5,1,"very_unsat","very_high","no",1264
"one",104494,251,17,512660,712,15,1,"very_unsat","little","yes",3765
"one",50865,0,24,404329,372,4,5,"very_unsat","high","no",3908
"one",73792,0,6,545240,392,5,6,"sat","avg","no",8108
"one",43229,163,19,665435,172,21,6,"very_sat","very_little","no",3006
"one",132928,56,23,555888,186,4,4,"sat","little","no",9232
"one",91751,227,0,307489,274,22,15,"very_sat","very_high","yes",8194
"one",25437,56,7,359422,175,5,5,"very_unsat","very_little","yes",8918
"one",101143,161,7,159448,160,20,6,"avg","little","yes",1061
"zero",41946,187,0,222833,195,1,14,"very_unsat","very_high","no",2197
"one",77238,221,21,567425,380,12,5,"unsat","avg","no",3956
"zero",106134,0,6,441712,478,1,4,"unsat","little","no",8483
"zero",21750,198,0,813480,277,25,2,"very_unsat","avg","yes",2580
"zero",111467,0,24,569814,650,1,5,"very_unsat","little","no",8975
"one",150533,50,53,729820,247,5,2,"very_unsat","high","yes",4041
"one",85774,58,0,928328,264,5,9,"avg","little","no",6951
"one",136296,0,16,289352,675,0,5,"very_sat","very_high","no",9848
"zero",149954,196,11,272425,628,20,5,"very_unsat","very_high","no",2850
"zero",21115,0,0,576673,189,1,14,"very_unsat","very_high","no",161
"zero",56920,56,20,182831,383,4,4,"very_sat","very_little","yes",8173
"one",118008,63,43,157907,835,3,2,"very_sat","little","yes",2468
"one",124613,209,0,238028,599,16,15,"very_sat","little","no",178
"one",75259,172,12,356799,381,12,4,"unsat","little","yes",1773
"zero",85517,83,64,331798,635,3,4,"very_unsat","very_high","no",9053
"one",22654,179,12,179703,144,16,4,"very_sat","very_high","yes",4484
"one",81357,184,0,310848,251,12,12,"very_sat","little","yes",3198
"zero",123777,82,39,291028,700,3,2,"avg","very_high","no",4035
"zero",155375,0,34,595088,869,4,1,"unsat","little","no",7119
"zero",134498,0,0,235495,461,1,11,"unsat","high","no",1835
"zero",26226,207,0,321548,249,5,13,"sat","avg","no",1729
"zero",159549,0,0,271015,893,1,9,"very_unsat","high","no",548
"one",98662,0,0,836327,361,1,1,"very_sat","very_little","yes",6902
